year,month,season,time_period,country_clean,state_clean,activity_group,sex,age,age_group,fatal,type_clean,injury,time_labels
2011,11,Autumn,12:00-17:59,AUSTRALIA,QUEENSLAND,Swimming,Male,10,10-19,No,Unprovoked,Puncture marks to foot,afternoon
2011,10,Autumn,12:00-17:59,AUSTRALIA,WESTERN AUSTRALIA,Diving/Snorkeling,Male,32,30-39,Yes,Unprovoked,FATAL,afternoon
2011,10,Autumn,12:00-17:59,AUSTRALIA,VICTORIA,Diving/Snorkeling,Male,50,50-59,No,Unprovoked,Small bruise to calf,afternoon
2011,10,Autumn,06:00-11:59,AUSTRALIA,WESTERN AUSTRALIA,Swimming,Male,64,60-69,Yes,Unprovoked,FATAL,morning
2011,10,Autumn,12:00-17:59,USA,FLORIDA,Fishing,Male,-1,Unknown,No,Unprovoked,Minor injury to thigh,afternoon
2011,9,Autumn,12:00-17:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Swimming,Male,43,40-49,No,Unprovoked,"Right leg severed, left leg lacerated",afternoon
2011,9,Autumn,12:00-17:59,USA,FLORIDA,Fishing,Male,21,20-29,No,Unprovoked,Laceration to left thigh,afternoon
2011,9,Autumn,06:00-11:59,USA,SOUTH CAROLINA,In Water,Male,5,0-9,No,Unprovoked,Laceration to left thigh,morning
2011,9,Autumn,12:00-17:59,USA,HAWAII,Boating/Paddling,Male,-1,Unknown,No,Watercraft,"No injury, canoe bitten by shark",afternoon
2011,9,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,25,20-29,No,Unprovoked,Lacerations to arm,morning
2011,9,Autumn,12:00-17:59,USA,CALIFORNIA,Surfing/Boardsports,Male,37,30-39,No,Unprovoked,"No injury, board bitten",afternoon
2011,9,Autumn,12:00-17:59,USA,HAWAII,Surfing/Boardsports,Unknown,-1,Unknown,No,Unprovoked,"No injury, shark bit surfboard",afternoon
2011,9,Autumn,12:00-17:59,AUSTRALIA,WESTERN AUSTRALIA,Surfing/Boardsports,Male,21,20-29,Yes,Unprovoked,FATAL,afternoon
2011,9,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,19,10-19,No,Unprovoked,Lacerations to ankle & foot,morning
2011,8,Summer,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,19,10-19,No,Unprovoked,Lacerations to lower leg,morning
2011,8,Summer,18:00-20:59,USA,TEXAS,Fishing,Female,39,30-39,No,Unprovoked,"Lacerations to anterior left shin, abrasion to posteior right leg",evening
2011,8,Summer,06:00-11:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Surfing/Boardsports,Male,49,40-49,Yes,Unprovoked,FATAL,morning
2011,8,Summer,12:00-17:59,USA,NORTH CAROLINA,In Water,Female,20,20-29,No,Unprovoked,Lacerations to foot,afternoon
2011,8,Summer,21:00-23:59,USA,PUERTO RICO,In Water,Male,27,20-29,No,Unprovoked,Lacerations to  lower right leg and foot,night
2011,8,Summer,12:00-17:59,USA,NORTH CAROLINA,Swimming,Male,54,50-59,No,Unprovoked,Lower right leg bitten,afternoon
2011,7,Summer,21:00-23:59,USA,NEW JERSEY,Fishing,Male,-1,Unknown,No,Unprovoked,"No injury, shark bit boot",night
2011,7,Summer,06:00-11:59,SOUTH AFRICA,EASTERN CAPE PROVINCE,Surfing/Boardsports,Male,29,20-29,No,Unprovoked,Upper left arm & right leg bitten,morning
2011,7,Summer,12:00-17:59,USA,NORTH CAROLINA,Surfing/Boardsports,Female,6,0-9,No,Unprovoked,Lower right leg & foot bitten,afternoon
2011,7,Summer,18:00-20:59,USA,TEXAS,Fishing,Male,-1,Unknown,No,Unprovoked,Lacerations to left foot,evening
2011,7,Summer,12:00-17:59,USA,TEXAS,Swimming,Male,12,10-19,No,Unprovoked,Foot bitten,afternoon
2011,6,Summer,12:00-17:59,SOUTH AFRICA,KWAZULU-NATAL,Diving/Snorkeling,Male,22,20-29,No,Unprovoked,Severe lacerations to hands and  left leg,afternoon
2011,6,Summer,12:00-17:59,USA,NORTH CAROLINA,Surfing/Boardsports,Female,10,10-19,No,Unprovoked,Ankle bitten,afternoon
2011,6,Summer,12:00-17:59,USA,CALIFORNIA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Shark leapt onto surfboard; surfer uninjured ,afternoon
2011,6,Summer,12:00-17:59,USA,FLORIDA,Boating/Paddling,Male,20,20-29,No,Unprovoked,Lacerations to foot and ankle,afternoon
2011,6,Summer,12:00-17:59,USA,FLORIDA,Diving/Snorkeling,Male,28,20-29,No,Unprovoked,Lacerations to right calf,afternoon
2011,6,Summer,12:00-17:59,USA,FLORIDA,In Water,Male,19,10-19,No,Unprovoked,Puncture wound to calf,afternoon
2011,5,Spring,12:00-17:59,USA,TEXAS,Surfing/Boardsports,Female,22,20-29,No,Unprovoked,Lacerations & punctures to right thigh ,afternoon
2011,5,Spring,12:00-17:59,USA,HAWAII,Surfing/Boardsports,Female,-1,Unknown,No,Unprovoked,"No injury, board bitten",afternoon
2011,5,Spring,12:00-17:59,USA,HAWAII,Surfing/Boardsports,Female,-1,Unknown,No,Unprovoked,"No injury, board bitten",afternoon
2011,5,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,86,80-89,No,Unprovoked,Lacerations to left foot & ankle,afternoon
2011,5,Spring,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,37,30-39,No,Unprovoked,Minor injury; puncture wounds to calf,morning
2011,4,Spring,12:00-17:59,AUSTRALIA,WESTERN AUSTRALIA,Fishing,Male,17,10-19,No,Unprovoked,Heel bitten,afternoon
2011,4,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,49,40-49,No,Unprovoked,Minor puncture wounds,afternoon
2011,3,Spring,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,48,40-49,No,Unprovoked,Severe injury to left forearm,afternoon
2011,3,Spring,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Female,24,20-29,No,Unprovoked,"Severe injuries to head, neck, shoulder & upper left arm",afternoon
2011,2,Winter,06:00-11:59,AUSTRALIA,QUEENSLAND,Fishing,Male,36,30-39,No,Provoked,Lacerations to right hand by hooked shark PROVOKED INCIDENT,morning
2011,2,Winter,18:00-20:59,AUSTRALIA,SOUTH AUSTRALIA,Diving/Snorkeling,Male,49,40-49,Yes,Unprovoked,FATAL,evening
2011,2,Winter,06:00-11:59,AUSTRALIA,QUEENSLAND,Fishing,Male,-1,Unknown,No,Provoked,Lacerations to calf by hooked shark PROVOKED INCIDENT,morning
2011,2,Winter,12:00-17:59,AUSTRALIA,WESTERN AUSTRALIA,Diving/Snorkeling,Male,58,50-59,No,Unprovoked,Arm bitten,afternoon
2011,1,Winter,12:00-17:59,SOUTH AFRICA,EASTERN CAPE PROVINCE,Surfing/Boardsports,Male,16,10-19,Yes,Unprovoked,FATAL,afternoon
2011,1,Winter,12:00-17:59,AUSTRALIA,WESTERN AUSTRALIA,Fishing,Unknown,-1,Unknown,No,Watercraft,"No injury, shark nudged boat and bit propeller",afternoon
2010,12,Winter,12:00-17:59,USA,HAWAII,Surfing/Boardsports,Male,16,10-19,No,Unprovoked,"Lacerations to his lower left leg, calf, foot & ankle",afternoon
2010,12,Winter,12:00-17:59,USA,HAWAII,Surfing/Boardsports,Male,46,40-49,No,Unprovoked,Lacerations to right foot,afternoon
2010,11,Autumn,12:00-17:59,USA,PALMYRA ATOLL,Diving/Snorkeling,Male,33,30-39,No,Provoked,Head bitten by netted shark PROVOKED INCIDENT,afternoon
2010,11,Autumn,21:00-23:59,AUSTRALIA,WESTERN AUSTRALIA,Fishing,Male,-1,Unknown,No,Watercraft,No injury to occupant. Shark rammed bottom of the boat,night
2010,10,Autumn,12:00-17:59,AUSTRALIA,WESTERN AUSTRALIA,Diving/Snorkeling,Female,20,20-29,No,Unprovoked,Torso and left buttock bitten,afternoon
2010,10,Autumn,12:00-17:59,USA,OREGON,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,No injury to surfer,afternoon
2010,10,Autumn,12:00-17:59,USA,MAINE,Diving/Snorkeling,Male,30,30-39,No,Unprovoked,"No injury to diver, shark bit his video camera",afternoon
2010,10,Autumn,06:00-11:59,USA,CALIFORNIA,Surfing/Boardsports,Male,19,10-19,Yes,Unprovoked,FATAL,morning
2010,10,Autumn,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,22,20-29,No,Unprovoked,Foot bitten,afternoon
2010,10,Autumn,12:00-17:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,3 lacerations to foot,afternoon
2010,9,Autumn,12:00-17:59,USA,OREGON,Surfing/Boardsports,Male,29,20-29,No,Unprovoked,"No injury, surfboard rammed",afternoon
2010,9,Autumn,12:00-17:59,USA,VIRGINIA,Surfing/Boardsports,Male,18,10-19,No,Unprovoked,Bite to left ankle and knee,afternoon
2010,9,Autumn,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,15,10-19,No,Unprovoked,Lacerations and puncture wounds to leg and foot,afternoon
2010,9,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,24,20-29,No,Unprovoked,Lacerations to right  hand ,afternoon
2010,9,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,24,20-29,No,Unprovoked,Left thigh bitten,morning
2010,8,Summer,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,10,10-19,No,Unprovoked,Minor injuries to foot,morning
2010,8,Summer,06:00-11:59,AUSTRALIA,WESTERN AUSTRALIA,Surfing/Boardsports,Male,31,30-39,Yes,Unprovoked,FATAL,morning
2010,8,Summer,18:00-20:59,AUSTRALIA,QUEENSLAND,Fishing,Female,-1,Unknown,No,Provoked,Leg bitten by hooked shark PROVOKED INCIDENT,evening
2010,8,Summer,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,47,40-49,No,Unprovoked,Left foot bitten,morning
2010,8,Summer,12:00-17:59,USA,NORTH CAROLINA,Surfing/Boardsports,Male,25,20-29,No,Unprovoked,Left foot bitten,afternoon
2010,8,Summer,12:00-17:59,USA,CALIFORNIA,Boating/Paddling,Male,-1,Unknown,No,Watercraft,"No injury, kayak bitten",afternoon
2010,8,Summer,06:00-11:59,USA,FLORIDA,In Water,Female,37,30-39,No,Unprovoked,Lacerations to forearm,morning
2010,7,Summer,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,20,20-29,No,Unprovoked,Left foot bitten,afternoon
2010,7,Summer,06:00-11:59,USA,SOUTH CAROLINA,Swimming,Male,10,10-19,No,Unprovoked,Minor lacerations to left calf,morning
2010,7,Summer,12:00-17:59,USA,NORTH CAROLINA,Swimming,Female,13,10-19,No,Unprovoked,Lacerations to right forearm,afternoon
2010,7,Summer,12:00-17:59,USA,NEW YORK,Fishing,Male,20,20-29,No,Provoked,Laceration to right bicep by hooked shark PROVOKED INCIDENT,afternoon
2010,7,Summer,18:00-20:59,USA,CALIFORNIA,Surfing/Boardsports,Male,19,10-19,No,Unprovoked,Laceration to left foot,evening
2010,7,Summer,12:00-17:59,USA,CALIFORNIA,Surfing/Boardsports,Male,48,40-49,No,Unprovoked,"No injury, board bumped by shark",afternoon
2010,6,Summer,12:00-17:59,USA,NORTH CAROLINA,Swimming,Female,13,10-19,No,Unprovoked,Laceration to left foot,afternoon
2010,6,Summer,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Female,18,10-19,No,Unprovoked,Lacerations to left calf and foot,afternoon
2010,6,Summer,12:00-17:59,AUSTRALIA,WESTERN AUSTRALIA,Surfing/Boardsports,Male,40,40-49,No,Unprovoked,Severe laceration to right knee,afternoon
2010,5,Spring,06:00-11:59,USA,FLORIDA,Fishing,Male,49,40-49,No,Provoked,Laceration to left calf by hooked shark PROVOKED INCIDENT,morning
2010,5,Spring,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Superficial lacerations to lower left leg,afternoon
2010,5,Spring,06:00-11:59,USA,FLORIDA,In Water,Female,10,10-19,No,Unprovoked,Minor puncture wounds to right ankle,morning
2010,4,Spring,12:00-17:59,USA,FLORIDA,Shark interaction,Male,29,20-29,No,Provoked,Arm bitten PROVOKED INCIDENT ,afternoon
2010,4,Spring,12:00-17:59,USA,HAWAII,Surfing/Boardsports,Male,68,60-69,No,Unprovoked,"No injury, surfboard bitten",afternoon
2010,4,Spring,06:00-11:59,SOUTH AFRICA,EASTERN CAPE PROVINCE,Surfing/Boardsports,Male,35,30-39,No,Unprovoked,Both feet bitten,morning
2010,2,Winter,06:00-11:59,SOUTH AFRICA,EASTERN CAPE PROVINCE,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Lacerations to right leg,morning
2010,2,Winter,12:00-17:59,AUSTRALIA,QUEENSLAND,Diving/Snorkeling,Female,60,60-69,No,Unprovoked,Lacerations to legs & buttocks,afternoon
2010,2,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,46,40-49,No,Unprovoked,"Minor injury, lacerations to left lower leg",morning
2010,2,Winter,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,18,10-19,No,Unprovoked,"No injury, shark & board collided",afternoon
2010,2,Winter,12:00-17:59,USA,FLORIDA,Fishing,Male,-1,Unknown,No,Provoked,Leg bitten while trying to free a hooked shark PROVOKED INCIDENT,afternoon
2010,2,Winter,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,38,30-39,Yes,Unprovoked,FATAL,afternoon
2010,1,Winter,12:00-17:59,AUSTRALIA,QUEENSLAND,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"No injury, surfboard bitten",afternoon
2010,1,Winter,06:00-11:59,AUSTRALIA,VICTORIA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Lacerations to right hand ,morning
2010,1,Winter,12:00-17:59,SOUTH AFRICA,WESTERN PROVINCE,In Water,Male,37,30-39,Yes,Unprovoked,FATAL,afternoon
2010,1,Winter,06:00-11:59,USA,FLORIDA,Fishing,Male,32,30-39,No,Unprovoked,Lacerations to  arm,morning
2009,12,Winter,06:00-11:59,SOUTH AFRICA,EASTERN CAPE PROVINCE,In Water,Male,20,20-29,No,Unprovoked,Lacerations to  left foot,morning
2009,12,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Swimming,Male,55,50-59,No,Provoked,Lacerations to lower left leg after stepping on the shark                 PROVOKED INCIDENT,morning
2009,12,Winter,06:00-11:59,AUSTRALIA,QUEENSLAND,Boating/Paddling,Male,-1,Unknown,No,Watercraft,"No injury to occupants, kayak bumped by shark",morning
2009,12,Winter,06:00-11:59,AUSTRALIA,QUEENSLAND,Fishing,Male,18,10-19,No,Unprovoked,Lacerations to hand & forearm,morning
2009,12,Winter,12:00-17:59,SOUTH AFRICA,EASTERN CAPE PROVINCE,Surfing/Boardsports,Male,22,20-29,Yes,Unprovoked,FATAL,afternoon
2009,12,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,39,30-39,No,Unprovoked,Laceration to big toe,morning
2009,12,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Boating/Paddling,Unknown,-1,Unknown,No,Watercraft,No injury to occupants; shark bit steering oar,morning
2009,12,Winter,12:00-17:59,USA,NEW JERSEY,Diving/Snorkeling,Male,58,50-59,No,Provoked,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,afternoon
2009,11,Autumn,06:00-11:59,USA,FLORIDA,In Water,Male,10,10-19,No,Unprovoked,Left foot bitten,morning
2009,11,Autumn,12:00-17:59,USA,CALIFORNIA,Fishing,Male,31,30-39,No,Unprovoked,Puncture wounds and minor lacerations to dorsal surface of his left hand,afternoon
2009,11,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,22,20-29,No,Unprovoked,Foot bitten,morning
2009,11,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Female,27,20-29,No,Unprovoked,Foot bitten,afternoon
2009,11,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,18,10-19,No,Unprovoked,Foot bitten,afternoon
2009,11,Autumn,06:00-11:59,AUSTRALIA,SOUTH AUSTRALIA,Boating/Paddling,Male,25,20-29,No,Unprovoked,Ankle bitten,morning
2009,10,Autumn,06:00-11:59,AUSTRALIA,VICTORIA,Boating/Paddling,Male,27,20-29,No,Watercraft,"No injury, shark bit kayak",morning
2009,10,Autumn,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Female,17,10-19,No,Unprovoked,"No injury, shark bit rear of paddleboard",morning
2009,10,Autumn,12:00-17:59,USA,CALIFORNIA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",afternoon
2009,10,Autumn,06:00-11:59,USA,HAWAII,Surfing/Boardsports,Male,54,50-59,No,Unprovoked,Bitten on upper right thigh & right ankle,morning
2009,10,Autumn,06:00-11:59,USA,CALIFORNIA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Laceration to shin of left leg,morning
2009,9,Autumn,12:00-17:59,USA,FLORIDA,Swimming,Male,-1,Unknown,No,Unprovoked,Laceration to right foot,afternoon
2009,8,Summer,18:00-20:59,USA,CALIFORNIA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,No injury,evening
2009,8,Summer,12:00-17:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Surfing/Boardsports,Male,25,20-29,Yes,Unprovoked,FATAL,afternoon
2009,8,Summer,12:00-17:59,USA,CALIFORNIA,Swimming,Female,22,20-29,No,Unprovoked,Puncture wounds to left foot & calf,afternoon
2009,8,Summer,18:00-20:59,USA,FLORIDA,Swimming,Male,26,20-29,No,Unprovoked,Puncture marks on left foot,evening
2009,8,Summer,06:00-11:59,USA,HAWAII,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"No injury, surfboard bitten",morning
2009,8,Summer,06:00-11:59,USA,LOUISIANA,Fishing,Male,56,50-59,No,Unprovoked,Right ankle & foot bitten,morning
2009,7,Summer,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,14,10-19,No,Unprovoked,Left forearm grazed & puncture marks in wetsuit,morning
2009,7,Summer,12:00-17:59,USA,TEXAS,In Water,Female,14,10-19,No,Unprovoked,Lacerations to anterior left lower leg,afternoon
2009,7,Summer,12:00-17:59,USA,NORTH CAROLINA,Swimming,Female,26,20-29,No,Unprovoked,Laceration to left foot,afternoon
2009,7,Summer,12:00-17:59,USA,FLORIDA,Swimming,Female,19,10-19,No,Unprovoked,Laceration to lower right leg,afternoon
2009,7,Summer,06:00-11:59,USA,CALIFORNIA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"No injury, shark collided with surfer & board",morning
2009,7,Summer,06:00-11:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Surfing/Boardsports,Male,37,30-39,No,Unprovoked,Leg bitten,morning
2009,7,Summer,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Female,12,10-19,No,Unprovoked,Right ankle bitten,afternoon
2009,7,Summer,12:00-17:59,USA,FLORIDA,Swimming,Female,43,40-49,No,Provoked,Thigh injured by hooked shark PROVOKED INCIDENT,afternoon
2009,6,Summer,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,52,50-59,No,Unprovoked,2-inch laceration to upper left arm,morning
2009,5,Spring,18:00-20:59,USA,FLORIDA,Swimming,Male,-1,Unknown,No,Provoked,Right foot bitten,evening
2009,5,Spring,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,31,30-39,No,Unprovoked,Lacerations to left leg & foot,morning
2009,5,Spring,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,49,40-49,No,Unprovoked,Lacerations to right foot,morning
2009,5,Spring,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,55,50-59,No,Unprovoked,Lacerations to right hand,morning
2009,4,Spring,06:00-11:59,USA,CALIFORNIA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,No injury,morning
2009,4,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,20,20-29,No,Unprovoked,3 puncture wounds to posterior right ankle,afternoon
2009,4,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,52,50-59,No,Unprovoked,Left foot bitten,afternoon
2009,4,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,31,30-39,No,Unprovoked,Laceration to forearm,afternoon
2009,4,Spring,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,40,40-49,No,Unprovoked,"No injury, catapulted into the water & ski damage",morning
2009,4,Spring,06:00-11:59,USA,CALIFORNIA,Fishing,Male,-1,Unknown,No,Unprovoked,Shark struck him but the diver was not injured,morning
2009,4,Spring,12:00-17:59,USA,FLORIDA,In Water,Male,15,10-19,No,Unprovoked,Lacerations to right foot and ankle,afternoon
2009,3,Spring,12:00-17:59,SOUTH AFRICA,EASTERN CAPE PROVINCE,Surfing/Boardsports,Male,16,10-19,Yes,Unprovoked,FATAL,afternoon
2009,3,Spring,18:00-20:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,17,10-19,No,Unprovoked,"Laceration to right foot, puncture wounds to calf",evening
2009,3,Spring,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"No injury, shark damaged surfboard",morning
2009,3,Spring,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Female,-1,Unknown,No,Unprovoked,"No injury, shark bit nose of surfboard",morning
2009,3,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Female,17,10-19,No,Unprovoked,Minor bite to ankle,afternoon
2009,3,Spring,18:00-20:59,USA,HAWAII,Swimming,Male,61,60-69,No,Unprovoked,"Minor injury, bite chest and left calf",evening
2009,3,Spring,12:00-17:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Fishing,Male,40,40-49,No,Provoked,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,afternoon
2009,3,Spring,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,15,10-19,No,Unprovoked,Lacerations to leg,morning
2009,2,Winter,06:00-11:59,AUSTRALIA,QUEENSLAND,Fishing,Male,-1,Unknown,No,Unprovoked,Severe laceration to finger,morning
2009,2,Winter,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"No injury to surfer, but the nose of his board was broken",afternoon
2009,2,Winter,18:00-20:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,33,30-39,No,Unprovoked,Severe injury to hand ,evening
2009,2,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,41,40-49,No,Unprovoked,"No injury, surfboard dented",morning
2009,2,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"No injury, flung from surfboard by the shark",morning
2009,1,Winter,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Swimming,Male,19,10-19,No,Unprovoked,Hand injured,afternoon
2009,1,Winter,12:00-17:59,SOUTH AFRICA,EASTERN CAPE PROVINCE,Swimming,Male,25,20-29,Yes,Unprovoked,FATAL,afternoon
2009,1,Winter,06:00-11:59,AUSTRALIA,VICTORIA,Fishing,Male,-1,Unknown,No,Watercraft,"No injury to occupants, shark bit propeller",morning
2009,1,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Diving/Snorkeling,Male,24,20-29,No,Unprovoked,Puncture wounds to right calf,morning
2009,1,Winter,12:00-17:59,AUSTRALIA,TASMANIA,Surfing/Boardsports,Female,13,10-19,No,Unprovoked,Severe lacerations to right leg,afternoon
2009,1,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,31,30-39,No,Unprovoked,Left thigh severely bitten,morning
2008,12,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Boating/Paddling,Male,29,20-29,No,Watercraft,"No injury, shark struck kayak, catapulting him into the water",morning
2008,12,Winter,06:00-11:59,AUSTRALIA,WESTERN AUSTRALIA,Diving/Snorkeling,Male,51,50-59,Yes,Unprovoked,FATAL,morning
2008,12,Winter,12:00-17:59,USA,CALIFORNIA,Boating/Paddling,Male,-1,Unknown,No,Watercraft,"No injury, shark struck paddle",afternoon
2008,12,Winter,18:00-20:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Fishing,Male,15,10-19,No,Provoked,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",evening
2008,12,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Fishing,Unknown,-1,Unknown,No,Watercraft,Shark bit boats sea anchor,morning
2008,10,Autumn,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Diving/Snorkeling,Male,34,30-39,No,Provoked,Small laceration to head from captive shark,afternoon
2008,10,Autumn,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,15,10-19,No,Unprovoked,"No injury, board damaged",afternoon
2008,10,Autumn,12:00-17:59,USA,FLORIDA,Fishing,Male,11,10-19,No,Unprovoked,Lacerations,afternoon
2008,9,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,44,40-49,No,Unprovoked,Small puncture wounds to the heel of left foot,morning
2008,9,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,40,40-49,No,Unprovoked,Right foot bitten,morning
2008,9,Autumn,12:00-17:59,AUSTRALIA,NORTHERN TERRITORY,Swimming,Male,43,40-49,No,Provoked,Right hand lacerated by netted shark PROVOKED INCIDENT,afternoon
2008,9,Autumn,12:00-17:59,USA,FLORIDA,Swimming,Male,32,30-39,No,Unprovoked,Lacerations to foot,afternoon
2008,9,Autumn,12:00-17:59,USA,HAWAII,Surfing/Boardsports,Male,40,40-49,No,Unprovoked,Bitten on right thigh & calf,afternoon
2008,9,Autumn,06:00-11:59,USA,CALIFORNIA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"No injury to surfer, board bitten",morning
2008,9,Autumn,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,51,50-59,No,Unprovoked,Shark became tangled in his surfboard leash. The surfer was not injured,afternoon
2008,9,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,43,40-49,No,Unprovoked,Minor injury to foot,afternoon
2008,9,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,15,10-19,No,Unprovoked,Minor injury to foot,afternoon
2008,9,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,52,50-59,No,Unprovoked,Shark bumped right ankle,morning
2008,9,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Right hand bitten,morning
2008,8,Summer,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,19,10-19,No,Unprovoked,Superfical cut to left ankle,afternoon
2008,8,Summer,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,26,20-29,No,Unprovoked,Lacerations to lower left leg,morning
2008,8,Summer,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,20,20-29,No,Unprovoked,Minor injury to left foot,afternoon
